sample_id,status,converged,transfer_ready,output_ready,note
001027,valid,1,1,1,
001028,valid,1,1,1,
001029,valid,1,1,1,
001030,valid,1,1,1,
001031,fail,0,0,0,stable fail
001032,valid,1,1,1,
001033,valid,1,1,1,
001034,valid,1,1,1,
001035,valid,1,1,1,
001036,valid,1,1,1,
001037,valid,1,1,1,
001038,valid,1,1,1,
001039,valid,1,1,1,
001040,valid,1,1,1,
001041,valid,1,1,1,
001042,valid,1,1,1,
001043,valid,1,1,1,
001044,valid,1,1,1,
001045,valid,1,1,1,
001046,valid,1,1,1,
001047,valid,1,1,1,
001048,valid,1,1,1,
001049,valid,1,1,1,
001050,valid,1,1,1,
001051,valid,1,1,1,
001052,valid,1,1,1,
001053,valid,1,1,1,
001054,valid,1,1,1,
001055,valid,1,1,1,
001056,valid,1,1,1,
001057,valid,1,1,1,
001058,valid,1,1,1,
001059,valid,1,1,1,
001060,valid,1,1,1,
001061,valid,1,1,1,
001062,valid,1,1,1,
001063,valid,1,1,1,
001064,valid,1,1,1,
001065,valid,1,1,1,
001066,valid,1,1,1,
001067,valid,1,1,1,
001068,valid,1,1,1,
001069,fail,0,0,0,stable fail
001070,valid,1,1,1,
001071,valid,1,1,1,
001072,fail,0,0,0,stable fail
001073,valid,1,1,1,
001074,valid,1,1,1,
001075,valid,1,1,1,
001076,valid,1,1,1,
001077,valid,1,1,1,
001078,valid,1,1,1,
001079,valid,1,1,1,
001080,valid,1,1,1,
001081,valid,1,1,1,
001082,valid,1,1,1,
001083,valid,1,1,1,
001084,valid,1,1,1,
001085,valid,1,1,1,
001086,valid,1,1,1,
001087,valid,1,1,1,
001088,valid,1,1,1,
001089,valid,1,1,1,
001090,valid,1,1,1,
001091,valid,1,1,1,
001092,valid,1,1,1,
001093,valid,1,1,1,
001094,valid,1,1,1,
001095,valid,1,1,1,
001096,valid,1,1,1,
001097,fail,0,0,0,stable fail
001098,valid,1,1,1,
001099,valid,1,1,1,
001100,valid,1,1,1,
001101,valid,1,1,1,
001102,valid,1,1,1,
001103,valid,1,1,1,
001104,valid,1,1,1,
001105,valid,1,1,1,
001106,valid,1,1,1,
001107,valid,1,1,1,
001108,valid,1,1,1,
001109,valid,1,1,1,
001110,valid,1,1,1,
001111,valid,1,1,1,
001112,valid,1,1,1,
001113,valid,1,1,1,
001114,fail,0,0,0,stable fail
001115,valid,1,1,1,
001116,valid,1,1,1,
001117,valid,1,1,1,
001118,valid,1,1,1,
001119,fail,0,0,0,stable fail
001120,valid,1,1,1,
001121,valid,1,1,1,
001122,valid,1,1,1,
001123,valid,1,1,1,
001124,valid,1,1,1,
001125,valid,1,1,1,
001126,valid,1,1,1,
001127,valid,1,1,1,
001128,valid,1,1,1,
001129,fail,0,0,0,stable fail
001130,valid,1,1,1,
001131,valid,1,1,1,
001132,valid,1,1,1,
001133,valid,1,1,1,
001134,fail,0,0,0,stable fail
001135,valid,1,1,1,
001136,valid,1,1,1,
001137,valid,1,1,1,
001138,valid,1,1,1,
001139,fail,0,0,0,stable fail
001140,valid,1,1,1,
001141,valid,1,1,1,
001142,valid,1,1,1,
001143,valid,1,1,1,
001144,valid,1,1,1,
001145,fail,0,0,0,stable fail
001146,valid,1,1,1,
001147,valid,1,1,1,
001148,valid,1,1,1,
001149,valid,1,1,1,
001150,valid,1,1,1,
001151,valid,1,1,1,
001152,fail,0,0,0,stable fail
001153,valid,1,1,1,
001154,fail,0,0,0,stable fail
001155,valid,1,1,1,
001156,valid,1,1,1,
001157,valid,1,1,1,
001158,valid,1,1,1,
001159,valid,1,1,1,
001160,fail,0,0,0,stable fail
001161,valid,1,1,1,
001162,valid,1,1,1,
001163,fail,0,0,0,stable fail
001164,valid,1,1,1,
001165,fail,0,0,0,stable fail
001166,valid,1,1,1,
001167,valid,1,1,1,
001168,valid,1,1,1,
001169,valid,1,1,1,
001170,valid,1,1,1,
001171,valid,1,1,1,
001172,valid,1,1,1,
001173,valid,1,1,1,
001174,valid,1,1,1,
001175,valid,1,1,1,
001176,valid,1,1,1,
001177,valid,1,1,1,
001178,valid,1,1,1,
001179,valid,1,1,1,
001180,valid,1,1,1,
001181,valid,1,1,1,
001182,valid,1,1,1,
001183,valid,1,1,1,
001184,valid,1,1,1,
001185,valid,1,1,1,
001186,valid,1,1,1,
001187,valid,1,1,1,
001188,valid,1,1,1,
001189,valid,1,1,1,
001190,valid,1,1,1,
001191,valid,1,1,1,
001192,valid,1,1,1,
001193,valid,1,1,1,
001194,valid,1,1,1,
001195,valid,1,1,1,
001196,valid,1,1,1,
001197,valid,1,1,1,
001198,valid,1,1,1,
001199,valid,1,1,1,
001200,valid,1,1,1,
001201,valid,1,1,1,
001202,valid,1,1,1,
001203,valid,1,1,1,
001204,valid,1,1,1,
001205,valid,1,1,1,
001206,valid,1,1,1,
001207,valid,1,1,1,
001208,valid,1,1,1,
001209,valid,1,1,1,
001210,valid,1,1,1,
001211,valid,1,1,1,
001212,valid,1,1,1,
001213,valid,1,1,1,
001214,valid,1,1,1,
001215,valid,1,1,1,
001216,valid,1,1,1,
001217,valid,1,1,1,
001218,valid,1,1,1,
001219,valid,1,1,1,
001220,valid,1,1,1,
001221,valid,1,1,1,
001222,valid,1,1,1,
001223,valid,1,1,1,
001224,valid,1,1,1,
001225,valid,1,1,1,
001226,valid,1,1,1,
001227,valid,1,1,1,
001228,valid,1,1,1,
001229,fail,0,0,0,stable fail
001230,valid,1,1,1,
001231,valid,1,1,1,
001232,valid,1,1,1,
001233,valid,1,1,1,
001234,valid,1,1,1,
001235,valid,1,1,1,
001236,fail,0,0,0,stable fail
001237,valid,1,1,1,
001238,valid,1,1,1,
001239,valid,1,1,1,
001240,valid,1,1,1,
001241,valid,1,1,1,
001242,valid,1,1,1,
001243,valid,1,1,1,
001244,valid,1,1,1,
001245,valid,1,1,1,
001246,partial,0,0,0,transfer only; output missing
001247,valid,1,1,1,
001248,valid,1,1,1,
001249,valid,1,1,1,
001250,fail,0,0,0,stable fail
001251,valid,1,1,1,
001252,valid,1,1,1,
001253,valid,1,1,1,
001254,valid,1,1,1,
001255,fail,0,0,0,stable fail
001256,fail,0,0,0,stable fail
001257,valid,1,1,1,
001258,valid,1,1,1,
001259,valid,1,1,1,
001260,valid,1,1,1,
001261,valid,1,1,1,
001262,valid,1,1,1,
001263,valid,1,1,1,
001264,valid,1,1,1,
001265,valid,1,1,1,
001266,fail,0,0,0,stable fail
001267,valid,1,1,1,
001268,valid,1,1,1,
001269,fail,0,0,0,stable fail
001270,valid,1,1,1,
001271,valid,1,1,1,
001272,valid,1,1,1,
001273,valid,1,1,1,
001274,valid,1,1,1,
001275,valid,1,1,1,
001276,valid,1,1,1,
001277,fail,0,0,0,stable fail
001278,valid,1,1,1,
001279,valid,1,1,1,
001280,valid,1,1,1,
001281,valid,1,1,1,
001282,valid,1,1,1,
001283,valid,1,1,1,
001284,fail,0,0,0,stable fail
001285,valid,1,1,1,
001286,valid,1,1,1,
001287,valid,1,1,1,
001288,valid,1,1,1,
001289,valid,1,1,1,
001290,valid,1,1,1,
001291,valid,1,1,1,
001292,valid,1,1,1,
001293,valid,1,1,1,
001294,valid,1,1,1,
001295,valid,1,1,1,
001296,valid,1,1,1,
001297,valid,1,1,1,
001298,valid,1,1,1,
001299,valid,1,1,1,
001300,valid,1,1,1,
001301,fail,0,0,0,stable fail
001302,valid,1,1,1,
001303,valid,1,1,1,
001304,valid,1,1,1,
001305,valid,1,1,1,
001306,valid,1,1,1,
001307,valid,1,1,1,
001308,valid,1,1,1,
001309,fail,0,0,0,stable fail
001310,valid,1,1,1,
001311,fail,0,0,0,stable fail
001312,valid,1,1,1,
001313,valid,1,1,1,
001314,valid,1,1,1,
001315,valid,1,1,1,
001316,valid,1,1,1,
001317,valid,1,1,1,
001318,valid,1,1,1,
001319,valid,1,1,1,
001320,valid,1,1,1,
001321,fail,0,0,0,stable fail
001322,valid,1,1,1,
001323,valid,1,1,1,
001324,valid,1,1,1,
001325,valid,1,1,1,
001326,valid,1,1,1,
001327,valid,1,1,1,
001328,valid,1,1,1,
001329,valid,1,1,1,
001330,valid,1,1,1,
001331,valid,1,1,1,
001332,valid,1,1,1,
001333,valid,1,1,1,
001334,valid,1,1,1,
001335,valid,1,1,1,
001336,valid,1,1,1,
001337,valid,1,1,1,
001338,valid,1,1,1,
001339,valid,1,1,1,
001340,valid,1,1,1,
001341,valid,1,1,1,
001342,valid,1,1,1,
001343,fail,0,0,0,stable fail
001344,valid,1,1,1,
001345,valid,1,1,1,
001346,valid,1,1,1,
001347,valid,1,1,1,
001348,valid,1,1,1,
001349,valid,1,1,1,
001350,valid,1,1,1,
001351,valid,1,1,1,
001352,valid,1,1,1,
001353,valid,1,1,1,
001354,valid,1,1,1,
001355,valid,1,1,1,
001356,valid,1,1,1,
001357,valid,1,1,1,
001358,valid,1,1,1,
001359,valid,1,1,1,
001360,valid,1,1,1,
001361,valid,1,1,1,
001362,valid,1,1,1,
001363,valid,1,1,1,
001364,fail,0,0,0,stable fail
001365,valid,1,1,1,
001366,valid,1,1,1,
001367,fail,0,0,0,stable fail
001368,valid,1,1,1,
001369,valid,1,1,1,
001370,valid,1,1,1,
001371,valid,1,1,1,
001372,valid,1,1,1,
001373,valid,1,1,1,
001374,valid,1,1,1,
001375,valid,1,1,1,
001376,valid,1,1,1,
001377,valid,1,1,1,
001378,valid,1,1,1,
001379,valid,1,1,1,
001380,valid,1,1,1,
001381,fail,0,0,0,stable fail
001382,valid,1,1,1,
001383,valid,1,1,1,
001384,valid,1,1,1,
001385,valid,1,1,1,
001386,valid,1,1,1,
001387,valid,1,1,1,
001388,valid,1,1,1,
001389,fail,0,0,0,stable fail
001390,valid,1,1,1,
001391,valid,1,1,1,
001392,valid,1,1,1,
001393,valid,1,1,1,
001394,valid,1,1,1,
001395,valid,1,1,1,
001396,fail,0,0,0,stable fail
001397,valid,1,1,1,
001398,valid,1,1,1,
001399,valid,1,1,1,
001400,valid,1,1,1,
001401,valid,1,1,1,
001402,fail,0,0,0,stable fail
001403,valid,1,1,1,
001404,fail,0,0,0,stable fail
001405,valid,1,1,1,
001406,fail,0,0,0,stable fail
001407,valid,1,1,1,
001408,valid,1,1,1,
001409,valid,1,1,1,
001410,valid,1,1,1,
001411,valid,1,1,1,
001412,valid,1,1,1,
001413,valid,1,1,1,
001414,valid,1,1,1,
001415,valid,1,1,1,
001416,valid,1,1,1,
001417,valid,1,1,1,
001418,valid,1,1,1,
001419,valid,1,1,1,
001420,valid,1,1,1,
001421,valid,1,1,1,
001422,valid,1,1,1,
001423,valid,1,1,1,
001424,valid,1,1,1,
001425,valid,1,1,1,
001426,valid,1,1,1,
001427,valid,1,1,1,
001428,valid,1,1,1,
001429,valid,1,1,1,
001430,valid,1,1,1,
001431,fail,0,0,0,stable fail
001432,valid,1,1,1,
001433,valid,1,1,1,
001434,valid,1,1,1,
001435,valid,1,1,1,
001436,valid,1,1,1,
001437,valid,1,1,1,
001438,valid,1,1,1,
001439,valid,1,1,1,
001440,valid,1,1,1,
001441,valid,1,1,1,
001442,valid,1,1,1,
001443,valid,1,1,1,
001444,valid,1,1,1,
001445,valid,1,1,1,
001446,valid,1,1,1,
001447,valid,1,1,1,
001448,valid,1,1,1,
001449,fail,0,0,0,stable fail
001450,valid,1,1,1,
001451,valid,1,1,1,
001452,valid,1,1,1,
001453,valid,1,1,1,
001454,valid,1,1,1,
001455,valid,1,1,1,
001456,valid,1,1,1,
001457,valid,1,1,1,
001458,valid,1,1,1,
001459,valid,1,1,1,
001460,valid,1,1,1,
001461,fail,0,0,0,stable fail
001462,valid,1,1,1,
001463,valid,1,1,1,
001464,valid,1,1,1,
001465,valid,1,1,1,
001466,valid,1,1,1,
001467,valid,1,1,1,
001468,valid,1,1,1,
001469,fail,0,0,0,stable fail
001470,valid,1,1,1,
001471,valid,1,1,1,
001472,valid,1,1,1,
001473,valid,1,1,1,
001474,valid,1,1,1,
001475,valid,1,1,1,
001476,valid,1,1,1,
001477,valid,1,1,1,
001478,valid,1,1,1,
001479,valid,1,1,1,
001480,valid,1,1,1,
001481,valid,1,1,1,
001482,valid,1,1,1,
001483,valid,1,1,1,
001484,valid,1,1,1,
001485,valid,1,1,1,
001486,valid,1,1,1,
001487,valid,1,1,1,
001488,valid,1,1,1,
001489,valid,1,1,1,
001490,valid,1,1,1,
001491,valid,1,1,1,
001492,valid,1,1,1,
001493,valid,1,1,1,
001494,valid,1,1,1,
001495,valid,1,1,1,
001496,valid,1,1,1,
001497,valid,1,1,1,
001498,valid,1,1,1,
001499,valid,1,1,1,
001500,valid,1,1,1,
001501,valid,1,1,1,
001502,valid,1,1,1,
001503,valid,1,1,1,
001504,fail,0,0,0,stable fail
001505,valid,1,1,1,
001506,valid,1,1,1,
001507,valid,1,1,1,
001508,valid,1,1,1,
001509,valid,1,1,1,
001510,valid,1,1,1,
001511,valid,1,1,1,
001512,valid,1,1,1,
001513,valid,1,1,1,
001514,valid,1,1,1,
001515,valid,1,1,1,
001516,valid,1,1,1,
001517,valid,1,1,1,
001518,valid,1,1,1,
001519,valid,1,1,1,
001520,valid,1,1,1,
001521,valid,1,1,1,
001522,valid,1,1,1,
001523,valid,1,1,1,
001524,valid,1,1,1,
001525,valid,1,1,1,
001526,valid,1,1,1,
001527,valid,1,1,1,
001528,valid,1,1,1,
001529,valid,1,1,1,
001530,valid,1,1,1,
001531,valid,1,1,1,
001532,valid,1,1,1,
001533,valid,1,1,1,
001534,fail,0,0,0,stable fail
001535,valid,1,1,1,recovered on rerun
001536,valid,1,1,1,
001537,valid,1,1,1,
001538,valid,1,1,1,
001539,valid,1,1,1,
001540,fail,0,0,0,stable fail
001541,valid,1,1,1,
001542,valid,1,1,1,
001543,valid,1,1,1,
001544,valid,1,1,1,
001545,valid,1,1,1,
001546,fail,0,0,0,stable fail
001547,valid,1,1,1,
001548,valid,1,1,1,
001549,valid,1,1,1,
001550,valid,1,1,1,
001551,valid,1,1,1,
001552,valid,1,1,1,
001553,valid,1,1,1,
001554,valid,1,1,1,
001555,valid,1,1,1,
001556,valid,1,1,1,
001557,valid,1,1,1,
001558,valid,1,1,1,
001559,valid,1,1,1,
001560,valid,1,1,1,
001561,valid,1,1,1,
001562,valid,1,1,1,
001563,valid,1,1,1,
001564,valid,1,1,1,
001565,valid,1,1,1,
001566,valid,1,1,1,
001567,valid,1,1,1,
001568,valid,1,1,1,
001569,valid,1,1,1,
001570,valid,1,1,1,
001571,valid,1,1,1,
001572,valid,1,1,1,
001573,valid,1,1,1,
001574,valid,1,1,1,
001575,valid,1,1,1,
001576,valid,1,1,1,
001577,valid,1,1,1,
001578,valid,1,1,1,
001579,valid,1,1,1,
001580,valid,1,1,1,
001581,valid,1,1,1,
001582,valid,1,1,1,
001583,valid,1,1,1,
001584,valid,1,1,1,
001585,valid,1,1,1,
001586,valid,1,1,1,
001587,valid,1,1,1,
001588,valid,1,1,1,
001589,valid,1,1,1,
001590,valid,1,1,1,
001591,valid,1,1,1,
001592,valid,1,1,1,
001593,valid,1,1,1,
001594,valid,1,1,1,
001595,valid,1,1,1,
001596,valid,1,1,1,
001597,valid,1,1,1,
001598,valid,1,1,1,
001599,valid,1,1,1,
